"id","restaurant_id","method"
"1085","276","Debet"
"1086","276","QRIS"
"1087","277","Tunai"
"1088","278","Tunai"
"1089","278","Visa"
"1090","278","Master"
"1091","278","Debet"
"1092","278","Go-pay"
"1093","278","Ovo"
"1094","278","Dana"
"1095","278","QRIS"
"1096","279","Tunai"
"1097","279","QRIS"
"1098","280","Tunai"
"1099","280","Visa"
"1100","280","Master"
"1101","280","Debet"
"1102","281","Tunai"
"1103","281","Visa"
"1104","281","Master"
"1105","281","Debet"
"1106","282","Tunai"
"1107","282","Visa"
"1108","282","Master"
"1109","282","Debet"
"1110","283","Tunai"
"1111","283","Visa"
"1112","283","Master"
"1113","283","Debet"
"1114","284","Tunai"
"1115","284","Visa"
"1116","284","Master"
"1117","284","Debet"
"1118","286","Tunai"
"1119","286","Visa"
"1120","286","Master"
"1121","286","Debet"
"1122","287","Tunai"
"1123","287","Visa"
"1124","287","Master"
"1125","287","Debet"
"1126","288","Tunai"
"1127","288","Visa"
"1128","288","Master"
"1129","288","Debet"
"1130","289","Tunai"
"1131","289","Visa"
"1132","289","Master"
"1133","289","Debet"
"1134","289","Go-pay"
"1135","289","Ovo"
"1136","290","Tunai"
"1137","290","Visa"
"1138","290","Master"
"1139","290","Debet"
"1140","290","Go-pay"
"1141","291","Tunai"
"1142","292","Hanya Non-Tunai: Visa"
"1143","292","Master"
"1144","292","Debet"
"1145","292","Go-pay"
"1146","292","Ovo"
"1147","292","Dana"
"1148","293","Tunai"
"1149","294","Tunai"
"1150","294","Visa"
"1151","294","Master"
"1152","294","Debet"
"1153","294","Go-pay"
"1154","294","Ovo"
"1155","295","Tunai"
"1156","295","Visa"
"1157","295","Master"
"1158","295","Debet"
"1159","296","Tunai"
"1160","296","Debet"
"1161","296","Go-pay"
"1162","296","Ovo"
"1163","297","Tunai"
"1164","297","Visa"
"1165","297","Master"
"1166","297","Debet"
"1167","298","Tunai"
"1168","298","Visa"
"1169","298","Master"
"1170","298","Debet"
"1171","299","Tunai"
"1172","299","Visa"
"1173","299","Master"
"1174","299","Debet"
"1175","300","Tunai"
"1176","300","Visa"
"1177","300","Master"
"1178","300","Debet"
"1179","300","Go-pay"
"1180","300","Ovo"
"1181","300","Dana"
"1182","301","Tunai"
"1183","301","Go-pay"
"1184","301","Ovo"
"1185","301","Dana"
"1186","302","Tunai"
"1187","302","Visa"
"1188","302","Master"
"1189","302","Debet"
"1190","302","Go-pay"
"1191","302","Ovo"
"1192","303","Tunai"
"1193","303","Visa"
"1194","303","Master"
"1195","303","Debet"
"1196","303","Go-pay"
"1197","303","Ovo"
"1198","303","Dana"
"1199","304","Tunai"
"1200","304","Visa"
"1201","304","Master"
"1202","304","Debet"
"1203","305","Tunai"
"1204","305","Visa"
"1205","305","Master"
"1206","305","Debet"
"1207","305","Go-pay"
"1208","305","Ovo"
"1209","305","Dana"
"1210","306","Tunai"
"1211","306","Ovo"
"1212","307","Tunai"
"1213","308","Tunai"
"1214","308","Debet"
"1215","309","Tunai"
"1216","309","Debet"
"1217","309","Go-pay"
"1218","309","Ovo"
"1219","309","Dana"
"1220","310","Tunai"
"1221","311","Tunai"
"1222","311","Visa"
"1223","311","Master"
"1224","311","Debet"
"1225","311","Go-pay"
"1226","311","Ovo"
"1227","311","Dana"
"1228","312","Tunai"
"1229","313","Tunai"
"1230","314","
                        Cipete Raya - Keluar F "
"1231","315","Tunai"
"1232","315","Go-pay"
"1233","315","Ovo"
"1234","316","Tunai"
"1235","317","Tunai"
"1236","317","Visa"
"1237","317","Master"
"1238","317","Debet"
"1239","318","Tunai"
"1240","318","Ovo"
"1241","319","Hanya Non-Tunai: Debet"
"1242","319","Go-pay"
"1243","319","Ovo"
"1244","319","Dana"
"1245","320","Tunai"
"1246","320","Visa"
"1247","320","Master"
"1248","320","Debet"
"1249","320","Go-pay"
"1250","320","Ovo"
"1251","321","Tunai"
"1252","321","Visa"
"1253","321","Master"
"1254","321","Debet"
"1255","321","Go-pay"
"1256","321","Ovo"
"1257","322","Tunai"
"1258","322","Visa"
"1259","322","Master"
"1260","322","Debet"
"1261","322","Go-pay"
"1262","322","Ovo"
"1263","324","Tunai"
"1264","324","Visa"
"1265","324","Master"
"1266","324","Debet"
"1267","325","Tunai"
"1268","325","Go-pay"
"1269","325","Ovo"
"1270","325","Dana"
"1271","326","Hanya Non-Tunai: Visa"
"1272","326","Master"
"1273","326","Debet"
"1274","328","Hanya Non-Tunai: Debet"
"1275","328","Go-pay"
"1276","328","Ovo"
"1277","328","Dana"
"1278","329","Tunai"
"1279","329","Visa"
"1280","329","Master"
"1281","329","Debet"
"1282","329","Go-pay"
"1283","329","Ovo"
"1284","330","Tunai"
"1285","330","Visa"
"1286","330","Master"
"1287","330","Debet"
"1288","330","Go-pay"
"1289","330","Ovo"
"1290","331","Tunai"
"1291","331","Visa"
"1292","331","Master"
"1293","331","Debet"
"1294","331","Go-pay"
"1295","331","Ovo"
"1296","332","Tunai"
"1297","332","Visa"
"1298","332","Master"
"1299","332","Debet"
"1300","332","Go-pay"
"1301","332","Ovo"
"1302","333","Tunai"
"1303","333","Visa"
"1304","333","Master"
"1305","333","Debet"
"1306","333","Go-pay"
"1307","333","Ovo"
"1308","334","Tunai"
"1309","334","Visa"
"1310","334","Master"
"1311","334","Debet"
"1312","334","Go-pay"
"1313","334","Ovo"
"1314","335","Tunai"
"1315","335","Visa"
"1316","335","Master"
"1317","335","Debet"
"1318","335","Go-pay"
"1319","335","Ovo"
"1320","336","Tunai"
"1321","336","Visa"
"1322","336","Master"
"1323","336","Debet"
"1324","336","Go-pay"
"1325","336","Ovo"
"1326","337","Tunai"
"1327","337","Visa"
"1328","337","Master"
"1329","337","Debet"
"1330","337","Go-pay"
"1331","337","Ovo"
"1332","338","Tunai"
"1333","338","Visa"
"1334","338","Master"
"1335","338","Debet"
"1336","338","Go-pay"
"1337","338","Ovo"
"1338","339","Tunai"
"1339","339","Visa"
"1340","339","Master"
"1341","339","Debet"
"1342","339","Go-pay"
"1343","339","Ovo"
"1344","340","Tunai"
"1345","340","Visa"
"1346","340","Master"
"1347","340","Debet"
"1348","340","Go-pay"
"1349","340","Ovo"
"1350","341","Tunai"
"1351","341","Visa"
"1352","341","Master"
"1353","341","Debet"
"1354","341","Go-pay"
"1355","341","Ovo"
"1356","342","Tunai"
"1357","342","Visa"
"1358","342","Master"
"1359","342","Debet"
"1360","342","Go-pay"
"1361","342","Ovo"
"1362","343","Tunai"
"1363","343","Visa"
"1364","343","Master"
"1365","343","Debet"
"1366","343","Go-pay"
"1367","343","Ovo"
"1368","344","Tunai"
"1369","344","Visa"
"1370","344","Master"
"1371","344","Debet"
"1372","344","Go-pay"
"1373","344","Ovo"
"1374","345","Tunai"
"1375","345","Visa"
"1376","345","Master"
"1377","345","Debet"
"1378","345","Go-pay"
"1379","345","Ovo"
"1380","346","Tunai"
"1381","346","Visa"
"1382","346","Master"
"1383","346","Debet"
"1384","346","Go-pay"
"1385","346","Ovo"
"1386","381","Tunai"
"1387","381","Visa"
"1388","381","Master"
"1389","381","Debet"
"1390","382","Tunai"
"1391","382","Visa"
"1392","382","Master"
"1393","382","Debet"
"1394","383","Tunai"
"1395","383","Visa"
"1396","383","Master"
"1397","383","Debet"
"1398","384","Tunai"
"1399","384","Visa"
"1400","384","Master"
"1401","384","Debet"
"1402","385","Tunai"
"1403","385","Visa"
"1404","385","Master"
"1405","385","Debet"
"1406","386","Tunai"
"1407","386","Visa"
"1408","386","Master"
"1409","386","Debet"
"1410","387","Tunai"
"1411","387","Visa"
"1412","387","Master"
"1413","387","Debet"
"1414","388","Tunai"
"1415","388","Visa"
"1416","388","Master"
"1417","388","Debet"
"1418","389","Tunai"
"1419","389","Visa"
"1420","389","Master"
"1421","389","Debet"
"1422","390","Tunai"
"1423","390","Visa"
"1424","390","Master"
"1425","390","Debet"
"1426","391","Tunai"
"1427","391","Visa"
"1428","391","Master"
"1429","391","Debet"
"1430","392","Tunai"
"1431","392","Visa"
"1432","392","Master"
"1433","392","Debet"
"1434","393","Tunai"
"1435","393","Visa"
"1436","393","Master"
"1437","393","Debet"
"1438","394","Tunai"
"1439","394","Visa"
"1440","394","Master"
"1441","394","Debet"
"1442","395","Tunai"
"1443","395","Visa"
"1444","395","Master"
"1445","395","Debet"
"1446","396","Tunai"
"1447","396","Visa"
"1448","396","Master"
"1449","396","Debet"
"1450","397","Tunai"
"1451","397","Go-pay"
"1452","397","Ovo"
"1453","397","Dana"
"1454","398","Hanya Non-Tunai: Visa"
"1455","398","Master"
"1456","398","Debet"
"1457","400","Tunai"
"1458","400","Visa"
"1459","400","Master"
"1460","400","Debet"
"1461","401","Tunai"
"1462","401","Visa"
"1463","401","Master"
"1464","401","Debet"
"1465","402","Tunai"
"1466","402","Visa"
"1467","402","Master"
"1468","402","Debet"
"1469","404","Tunai"
"1470","404","Visa"
"1471","404","Master"
"1472","404","Debet"
"1473","405","Tunai"
"1474","405","Visa"
"1475","405","Master"
"1476","405","Debet"
"1477","406","Tunai"
"1478","406","Visa"
"1479","406","Master"
"1480","406","Debet"
"1481","407","Tunai"
"1482","407","Visa"
"1483","407","Master"
"1484","407","Debet"
"1485","408","Tunai"
"1486","408","Visa"
"1487","408","Master"
"1488","408","Debet"
"1489","409","Tunai"
"1490","409","Visa"
"1491","409","Master"
"1492","409","Debet"
"1493","412","Tunai"
"1494","412","Visa"
"1495","412","Master"
"1496","412","Debet"
"1497","413","Tunai"
"1498","413","Visa"
"1499","413","Master"
"1500","413","Debet"
"1501","413","Go-pay"
"1502","413","Ovo"
"1503","414","Tunai"
"1504","414","Visa"
"1505","414","Master"
"1506","414","Debet"
"1507","415","Tunai"
"1508","415","Visa"
"1509","415","Master"
"1510","415","Debet"
"1511","416","Tunai"
"1512","416","Visa"
"1513","416","Master"
"1514","416","Debet"
"1515","416","QRIS"
"1516","417","Tunai"
"1517","417","Visa"
"1518","417","Master"
"1519","417","Debet"
"1520","417","Go-pay"
"1521","417","Ovo"
"1522","417","Dana"
"1523","417","QRIS"
"1524","418","Tunai"
"1525","418","Visa"
"1526","418","Master"
"1527","418","Debet"
"1528","419","Tunai"
"1529","419","Visa"
"1530","419","Master"
"1531","419","Debet"
"1532","420","Tunai"
"1533","420","Visa"
"1534","420","Master"
"1535","420","Debet"
"1536","421","Tunai"
"1537","421","Visa"
"1538","421","Master"
"1539","421","Debet"
"1540","421","Go-pay"
"1541","421","Ovo"
"1542","422","Tunai"
"1543","422","Visa"
"1544","422","Master"
"1545","422","Debet"
"1546","422","Go-pay"
"1547","423","Tunai"
"1548","423","Visa"
"1549","423","Master"
"1550","423","Debet"
"1551","423","Go-pay"
"1552","423","Ovo"
"1553","423","Dana"
"1554","425","Tunai"
"1555","425","Visa"
"1556","425","Master"
"1557","425","Debet"
"1558","426","Tunai"
"1559","426","Visa"
"1560","426","Master"
"1561","426","Debet"
"1562","427","Hanya Non-Tunai: Visa"
"1563","427","Master"
"1564","427","Debet"
"1565","427","Go-pay"
"1566","427","Ovo"
"1567","428","Tunai"
"1568","428","Visa"
"1569","428","Master"
"1570","428","Debet"
"1571","428","Go-pay"
"1572","428","Ovo"
"1573","428","Dana"
"1574","429","Tunai"
"1575","429","Visa"
"1576","429","Master"
"1577","429","Debet"
"1578","430","Tunai"
"1579","430","Visa"
"1580","430","Master"
"1581","430","Debet"
"1582","431","Tunai"
"1583","431","Visa"
"1584","431","Debet"
"1585","432","Tunai"
"1586","432","Go-pay"
"1587","432","Ovo"
"1588","433","Tunai"
"1589","433","Visa"
"1590","433","Master"
"1591","433","Debet"
"1592","433","Go-pay"
"1593","433","Ovo"
"1594","433","Dana"
"1595","434","Tunai"
"1596","434","Visa"
"1597","434","Master"
"1598","434","Debet"
"1599","435","Tunai"
"1600","435","Visa"
"1601","435","Master"
"1602","435","Debet"
"1603","435","Go-pay"
"1604","435","Ovo"
"1605","435","Dana"
"1606","436","Tunai"
"1607","436","Visa"
"1608","436","Master"
"1609","436","Debet"
"1610","436","Go-pay"
"1611","436","Ovo"
"1612","436","Dana"
"1613","437","Tunai"
"1614","437","Visa"
"1615","437","Master"
"1616","437","Debet"
"1617","438","Tunai"
"1618","438","Visa"
"1619","438","Master"
"1620","438","Debet"
"1621","438","Go-pay"
"1622","438","Ovo"
"1623","438","Dana"
"1624","439","Tunai"
"1625","439","Go-pay"
"1626","439","Ovo"
"1627","439","Dana"
"1628","440","Tunai"
"1629","440","Visa"
"1630","440","Master"
"1631","440","Debet"
"1632","440","Go-pay"
"1633","440","Ovo"
"1634","440","Dana"
"1635","440","QRIS"
"1636","440","Transfer"
"1637","441","Hanya Non-Tunai: Visa"
"1638","441","Master"
"1639","441","Debet"
"1640","441","Go-pay"
"1641","441","Ovo"
"1642","441","Dana"
"1643","441","QRIS"
"1644","443","Tunai"
"1645","443","Visa"
"1646","443","Master"
"1647","443","Go-pay"
"1648","443","Ovo"
"1649","443","Dana"
"1650","445","Tunai"
"1651","445","Go-pay"
"1652","445","Ovo"
"1653","445","Dana"
"1654","445","QRIS"
"1655","447","Tunai"
"1656","447","Visa"
"1657","447","Master"
"1658","447","Debet"
"1659","447","Go-pay"
"1660","447","Ovo"
"1661","447","Dana"
"1662","448","Tunai"
"1663","448","Visa"
"1664","448","Master"
"1665","448","Debet"
"1666","448","Go-pay"
"1667","448","Ovo"
"1668","448","Dana"
"1669","450","Tunai"
"1670","451","Tunai"
"1671","451","Visa"
"1672","451","Master"
"1673","451","Debet"
"1674","451","QRIS"
"1675","452","Tunai"
"1676","452","Visa"
"1677","452","Master"
"1678","452","Debet"
"1679","452","QRIS"
"1680","453","Tunai"
"1681","453","Visa"
"1682","453","Master"
"1683","453","Debet"
"1684","454","Tunai"
"1685","454","Visa"
"1686","454","Master"
"1687","454","Debet"
"1688","454","Go-pay"
"1689","454","Ovo"
"1690","454","Dana"
"1691","456","Tunai"
"1692","456","Visa"
"1693","456","Master"
"1694","456","Debet"
"1695","457","Tunai"
"1696","457","Visa"
"1697","457","Master"
"1698","457","Debet"
"1699","458","Tunai"
"1700","458","Visa"
"1701","458","Master"
"1702","458","Debet"
"1703","459","Tunai"
"1704","459","Visa"
"1705","459","Master"
"1706","459","Debet"
"1707","459","QRIS"
"1708","459","Transfer"
"1709","460","Tunai"
"1710","460","Visa"
"1711","460","Master"
"1712","460","Debet"
"1713","460","QRIS"
"1714","461","Tunai"
"1715","461","Visa"
"1716","461","Master"
"1717","461","Debet"
"1718","462","Tunai"
"1719","462","Visa"
"1720","462","Master"
"1721","462","Debet"
"1722","463","Tunai"
"1723","463","Visa"
"1724","463","Master"
"1725","463","Debet"
"1726","463","Go-pay"
"1727","463","Ovo"
"1728","463","Dana"
"1729","464","Tunai"
"1730","464","Visa"
"1731","464","Master"
"1732","464","Debet"
"1733","465","Tunai"
"1734","465","Visa"
"1735","465","Master"
"1736","465","Debet"
"1737","465","Go-pay"
"1738","465","Ovo"
"1739","465","Dana"
"1740","466","Tunai"
"1741","466","Visa"
"1742","466","Master"
"1743","466","Debet"
"1744","467","Tunai"
"1745","467","QRIS"
"1746","467","Transfer"
"1747","468","Tunai"
"1748","468","Visa"
"1749","468","Master"
"1750","468","Debet"
"1751","468","Go-pay"
"1752","468","Ovo"
"1753","468","Dana"
"1754","469","Tunai"
"1755","469","Visa"
"1756","469","Master"
"1757","469","Debet"
"1758","470","Tunai"
"1759","470","Visa"
"1760","470","Master"
"1761","470","Debet"
"1762","470","Go-pay"
"1763","470","Ovo"
"1764","471","Tunai"
"1765","471","Visa"
"1766","471","Master"
"1767","471","Debet"
"1768","472","Tunai"
"1769","472","Visa"
"1770","472","Master"
"1771","472","Debet"
"1772","472","Go-pay"
"1773","472","Ovo"
"1774","472","Dana"
"1775","473","Tunai"
"1776","473","Visa"
"1777","473","Master"
"1778","473","Debet"
"1779","474","Tunai"
"1780","475","Tunai"
"1781","475","Visa"
"1782","475","Master"
"1783","475","Debet"
"1784","476","Tunai"
"1785","477","Tunai"
"1786","478","Tunai"
"1787","479","Hanya Non-Tunai: Visa"
"1788","479","Master"
"1789","479","Debet"
"1790","479","Go-pay"
"1791","479","Ovo"
"1792","479","Dana"
"1793","480","Tunai"
"1794","480","Go-pay"
"1795","480","Ovo"
"1796","480","Dana"
"1797","481","Tunai"
"1798","481","Visa"
"1799","481","Master"
"1800","481","Debet"
"1801","482","Tunai"
"1802","482","Visa"
"1803","482","Master"
"1804","482","Debet"
"1805","482","Go-pay"
"1806","482","Ovo"
"1807","482","Dana"
"1808","482","QRIS"
"1809","483","Tunai"
"1810","483","QRIS"
"1811","484","Tunai"
"1812","484","Go-pay"
"1813","484","Ovo"
"1814","484","Dana"
"1815","485","Tunai"
"1816","485","Go-pay"
"1817","485","Ovo"
"1818","485","Dana"
"1819","486","Tunai"
"1820","486","Visa"
"1821","486","Master"
"1822","486","Debet"
"1823","487","Tunai"
"1824","487","Visa"
"1825","487","Master"
"1826","487","Debet"
"1827","488","Tunai"
"1828","488","Debet"
"1829","489","Tunai"
"1830","490","Tunai"
"1831","490","Visa"
"1832","490","Master"
"1833","490","Debet"
"1834","491","Tunai"
"1835","492","Tunai"
"1836","492","Debet"
"1837","492","Go-pay"
"1838","492","Ovo"
"1839","493","Tunai"
"1840","493","Visa"
"1841","493","Master"
"1842","493","Debet"
"1843","494","Tunai"
"1844","494","Visa"
"1845","494","Master"
"1846","494","Debet"
"1847","494","QRIS"
"1848","495","Tunai"
"1849","495","Visa"
"1850","495","Master"
"1851","495","Debet"
"1852","495","QRIS"
"1853","496","Tunai"
"1854","496","Visa"
"1855","496","Master"
"1856","496","Debet"
"1857","496","Go-pay"
"1858","496","Ovo"
"1859","496","Dana"
"1860","496","QRIS"
"1861","496","Transfer"
"1862","497","Tunai"
"1863","497","Visa"
"1864","497","Master"
"1865","497","Debet"
"1866","497","QRIS"
"1867","498","Tunai"
"1868","499","Tunai"
"1869","499","Visa"
"1870","499","Master"
"1871","499","Debet"
"1872","499","Go-pay"
"1873","499","Ovo"
"1874","500","Tunai"
"1875","500","Visa"
"1876","500","Master"
"1877","500","Debet"
"1878","501","Tunai"
"1879","501","Visa"
"1880","501","Master"
"1881","501","Debet"
"1882","502","Hanya Non-Tunai: QRIS"
"1883","503","Tunai"
"1884","503","Visa"
"1885","503","Master"
"1886","503","Debet"
"1887","503","Go-pay"
"1888","503","Ovo"
"1889","503","QRIS"
"1890","504","Tunai"
"1891","504","Visa"
"1892","504","Master"
"1893","504","Debet"
"1894","505","Tunai"
"1895","505","Visa"
"1896","505","Master"
"1897","505","Debet"
"1898","505","QRIS"
"1899","506","Tunai"
"1900","506","Go-pay"
"1901","506","Ovo"
"1902","506","Dana"
"1903","507","Tunai"
"1904","507","Visa"
"1905","507","Master"
"1906","507","Debet"
"1907","507","Go-pay"
"1908","507","Ovo"
"1909","508","Tunai"
"1910","508","Visa"
"1911","508","Master"
"1912","508","Debet"
"1913","509","Tunai"
"1914","509","Visa"
"1915","509","Master"
"1916","509","Debet"
"1917","510","Tunai"
"1918","510","Visa"
"1919","510","Master"
"1920","510","Debet"
"1921","510","QRIS"
"1922","511","Tunai"
"1923","511","Debet"
"1924","511","Go-pay"
"1925","511","Ovo"
"1926","512","Tunai"
"1927","512","Visa"
"1928","512","Master"
"1929","512","Debet"
"1930","512","Go-pay"
"1931","512","Ovo"
"1932","512","QRIS"
"1933","513","Tunai"
"1934","513","Visa"
"1935","513","Master"
"1936","513","Debet"
"1937","514","Tunai"
"1938","514","Visa"
"1939","514","Master"
"1940","514","Debet"
"1941","514","Go-pay"
"1942","514","Ovo"
"1943","514","Dana"
"1944","515","Tunai"
"1945","515","Visa"
"1946","515","Master"
"1947","515","Debet"
"1948","515","Go-pay"
"1949","515","Ovo"
"1950","515","Dana"
"1951","516","Tunai"
"1952","516","Go-pay"
"1953","516","Ovo"
"1954","516","Dana"
"1955","516","QRIS"
"1956","516","Transfer"
"1957","517","Tunai"
"1958","518","Hanya Non-Tunai: Debet"
"1959","518","Go-pay"
"1960","518","Ovo"
"1961","518","Dana"
"1962","519","
                        Boulevard Utara - Pintu A "
"1963","520","Tunai"
"1964","520","Visa"
"1965","520","Master"
"1966","520","Debet"
"1967","521","Tunai"
"1968","521","Visa"
"1969","521","Master"
"1970","521","Debet"
"1971","521","Go-pay"
"1972","521","Ovo"
"1973","522","Tunai"
"1974","522","Visa"
"1975","522","Master"
"1976","522","Debet"
"1977","522","Ovo"
"1978","523","Tunai"
"1979","523","Visa"
"1980","523","Master"
"1981","523","Debet"
"1982","524","Tunai"
"1983","524","Visa"
"1984","524","Master"
"1985","524","Debet"
"1986","525","Tunai"
"1987","525","Visa"
"1988","525","Master"
"1989","525","Debet"
"1990","526","Tunai"
"1991","526","Visa"
"1992","526","Master"
"1993","526","Debet"
"1994","526","Go-pay"
"1995","526","Ovo"
"1996","526","Dana"
"1997","527","Tunai"
"1998","527","Visa"
"1999","527","Master"
"2000","527","Debet"
"2001","527","Go-pay"
"2002","527","Ovo"
"2003","527","Dana"
"2004","528","Tunai"
"2005","528","Visa"
"2006","528","Master"
"2007","528","Debet"
"2008","529","Tunai"
"2009","529","Visa"
"2010","529","Master"
"2011","529","Debet"
"2012","530","Tunai"
"2013","530","Visa"
"2014","530","Master"
"2015","530","Debet"
"2016","531","Tunai"
"2017","531","Visa"
"2018","531","Master"
"2019","531","Debet"
"2020","532","Tunai"
"2021","532","Visa"
"2022","532","Master"
"2023","532","Debet"
"2024","532","Go-pay"
"2025","532","Ovo"
"2026","532","Dana"
"2027","533","Tunai"
"2028","533","Visa"
"2029","533","Master"
"2030","533","Debet"
"2031","534","Tunai"
"2032","534","Visa"
"2033","534","Master"
"2034","534","Debet"
"2035","534","Go-pay"
"2036","534","Ovo"
"2037","534","Dana"
"2038","535","Tunai"
"2039","535","Visa"
"2040","535","Master"
"2041","535","Debet"
"2042","536","Tunai"
"2043","536","Visa"
"2044","536","Master"
"2045","536","Debet"
"2046","537","Tunai"
"2047","537","Visa"
"2048","537","Master"
"2049","537","Debet"
"2050","538","Tunai"
"2051","538","Debet"
"2052","539","Tunai"
"2053","539","Visa"
"2054","539","Master"
"2055","539","Debet"
"2056","540","Hanya Non-Tunai: Visa"
"2057","540","Master"
"2058","540","Debet"
"2059","540","Go-pay"
"2060","540","Ovo"
"2061","541","Tunai"
"2062","541","Visa"
"2063","541","Master"
"2064","541","Debet"
"2065","541","Go-pay"
"2066","541","Ovo"
"2067","542","Hanya Non-Tunai: Visa"
"2068","542","Master"
"2069","542","Debet"
"2070","542","Go-pay"
"2071","542","Ovo"
"2072","543","Tunai"
"2073","543","Visa"
"2074","543","Master"
"2075","543","Debet"
"2076","543","Go-pay"
"2077","543","Ovo"
"2078","544","Tunai"
"2079","544","Visa"
"2080","544","Master"
"2081","544","Debet"
"2082","544","Go-pay"
"2083","544","Ovo"
"2084","544","Dana"
"2085","545","Tunai"
"2086","545","Debet"
"2087","546","Tunai"
"2088","546","Visa"
"2089","546","Master"
"2090","546","Debet"
